169	25	procurement	IN_PROGRESS	2026-04-08 11:08:41.663+00	\N	\N	2026-04-08 11:08:41.664+00	2026-04-08 11:08:41.664+00
170	25	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.665+00	2026-04-08 11:08:41.665+00
171	25	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.666+00	2026-04-08 11:08:41.666+00
172	25	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.668+00	2026-04-08 11:08:41.668+00
173	25	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.669+00	2026-04-08 11:08:41.669+00
174	25	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.67+00	2026-04-08 11:08:41.67+00
175	25	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:08:41.671+00	2026-04-08 11:08:41.671+00
176	26	procurement	IN_PROGRESS	2026-04-08 11:11:14.27+00	\N	\N	2026-04-08 11:11:14.271+00	2026-04-08 11:11:14.271+00
177	26	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.272+00	2026-04-08 11:11:14.272+00
178	26	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.344+00	2026-04-08 11:11:14.344+00
179	26	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.347+00	2026-04-08 11:11:14.347+00
180	26	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.348+00	2026-04-08 11:11:14.348+00
181	26	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.35+00	2026-04-08 11:11:14.35+00
182	26	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:11:14.351+00	2026-04-08 11:11:14.351+00
183	27	procurement	IN_PROGRESS	2026-04-08 11:24:19.072+00	\N	\N	2026-04-08 11:24:19.072+00	2026-04-08 11:24:19.072+00
184	27	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.073+00	2026-04-08 11:24:19.073+00
185	27	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.08+00	2026-04-08 11:24:19.08+00
186	27	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.087+00	2026-04-08 11:24:19.087+00
187	27	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.092+00	2026-04-08 11:24:19.092+00
188	27	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.093+00	2026-04-08 11:24:19.093+00
189	27	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:24:19.094+00	2026-04-08 11:24:19.094+00
190	28	procurement	IN_PROGRESS	2026-04-08 11:30:09.061+00	\N	\N	2026-04-08 11:30:09.061+00	2026-04-08 11:30:09.061+00
191	28	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.064+00	2026-04-08 11:30:09.064+00
192	28	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.067+00	2026-04-08 11:30:09.067+00
193	28	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.07+00	2026-04-08 11:30:09.07+00
194	28	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.072+00	2026-04-08 11:30:09.072+00
195	28	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.078+00	2026-04-08 11:30:09.078+00
196	28	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:30:09.15+00	2026-04-08 11:30:09.15+00
197	29	procurement	IN_PROGRESS	2026-04-08 11:41:10.258+00	\N	\N	2026-04-08 11:41:10.259+00	2026-04-08 11:41:10.259+00
198	29	planning	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.26+00	2026-04-08 11:41:10.26+00
199	29	cutting	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.263+00	2026-04-08 11:41:10.263+00
200	29	sewing	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.264+00	2026-04-08 11:41:10.264+00
201	29	qc	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.266+00	2026-04-08 11:41:10.266+00
202	29	warehouse	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.348+00	2026-04-08 11:41:10.348+00
203	29	shipping	NOT_STARTED	\N	\N	\N	2026-04-08 11:41:10.353+00	2026-04-08 11:41:10.353+00
204	30	procurement	IN_PROGRESS	2026-04-17 04:10:12.629+00	\N	\N	2026-04-17 04:10:12.629+00	2026-04-17 04:10:12.629+00
205	30	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.646+00	2026-04-17 04:10:12.646+00
206	30	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.65+00	2026-04-17 04:10:12.65+00
207	30	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.654+00	2026-04-17 04:10:12.654+00
208	30	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.658+00	2026-04-17 04:10:12.658+00
209	30	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.662+00	2026-04-17 04:10:12.662+00
210	30	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:10:12.666+00	2026-04-17 04:10:12.666+00
211	31	procurement	IN_PROGRESS	2026-04-17 04:14:34.734+00	\N	\N	2026-04-17 04:14:34.734+00	2026-04-17 04:14:34.734+00
212	31	planning	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.736+00	2026-04-17 04:14:34.736+00
213	31	cutting	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.737+00	2026-04-17 04:14:34.737+00
214	31	sewing	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.738+00	2026-04-17 04:14:34.738+00
215	31	qc	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.739+00	2026-04-17 04:14:34.739+00
216	31	warehouse	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.74+00	2026-04-17 04:14:34.74+00
217	31	shipping	NOT_STARTED	\N	\N	\N	2026-04-17 04:14:34.741+00	2026-04-17 04:14:34.741+00
218	32	procurement	IN_PROGRESS	2026-04-17 04:18:16.453+00	\N	\N	2026-04-17 04:18:16.453+00	2026-04-17 04:18:16.453+00
